a,b,c,e,idx
23.135714285714286,25.427182539682544,19.799404761904764,31.637698412698413,125335
36.71071428571429,25.941666666666674,28.349404761904765,8.998214285714285,125337
19.752645502645503,35.37962962962963,26.712962962962965,18.154761904761905,80282
90.85396825396826,1.9208333333333332,6.0751984126984135,1.1500000000000001,125339
33.79484126984127,36.49305555555556,23.21448412698413,6.497619047619047,125341
82.62301587301587,8.452579365079364,7.938293650793651,0.986111111111111,125343
33.14246031746032,40.87777777777778,15.79186507936508,10.187896825396825,125345
8.366666666666665,22.418333333333333,47.59166666666667,21.62333333333333,80290
28.268650793650796,37.47797619047619,23.46726190476191,10.786111111111111,125347
15.482857142857142,15.437857142857144,43.94571428571429,25.13357142857143,80292
35.43511904761905,25.756944444444443,29.429761904761907,9.378174603174603,113063
79.93015873015872,7.761706349206349,11.195634920634921,1.1125,113065
17.04722222222222,39.22083333333333,25.845833333333335,17.88611111111111,113069
59.0923076923077,25.70641025641026,13.41923076923077,1.782051282051282,115119
74.64848484848484,18.03030303030303,6.4803030303030305,0.8409090909090909,125363
25.169913419913424,21.890476190476193,48.98073593073593,3.958874458874459,125365
9.372727272727273,31.003463203463205,30.68225108225108,28.941558441558445,125367
26.83831168831169,41.14220779220779,26.85064935064935,5.168831168831169,125371
34.64523809523809,19.905844155844157,23.5991341991342,21.84978354978355,125373
10.07077922077922,22.291774891774892,25.345238095238095,42.29220779220779,125375
29.01003401360544,11.028571428571428,47.65102040816326,12.310374149659864,115137
29.595748299319727,28.758503401360542,19.34829931972789,22.297448979591838,74178
31.161706349206344,25.248809523809527,21.63888888888889,21.950595238095236,113091
22.36156462585034,22.778741496598634,41.16836734693878,13.691326530612246,115143
15.071768707482994,35.698299319727894,36.406292517006804,12.823639455782313,74185
88.64742063492064,2.40515873015873,8.947420634920634,0.0,125387
29.601700680272106,33.98996598639456,23.78622448979592,12.622108843537418,74189
24.218181818181815,11.642424242424243,55.66818181818182,8.47121212121212,109006
22.407575757575756,14.860606060606061,37.76060606060606,24.971212121212123,109007
14.041666666666666,33.293055555555554,29.96388888888889,22.70138888888889,125391
38.86923076923077,25.48205128205128,25.816666666666666,9.832051282051282,74193
45.738744588744595,27.286580086580088,17.183549783549783,9.791125541125542,109009
15.542307692307693,20.34249084249084,39.99358974358974,24.12161172161172,115157
84.67440476190475,2.899801587301587,10.141071428571427,2.284722222222222,125397
13.52922077922078,43.311688311688314,26.932467532467527,16.226623376623376,125399
41.02777777777778,21.561111111111114,34.27638888888889,3.1347222222222224,109017
81.81103896103896,10.784415584415585,7.207575757575757,0.19696969696969696,125401
94.77272727272727,1.8181818181818181,3.409090909090909,0.0,125403
49.5897435897436,13.833333333333334,21.70384615384615,14.873076923076923,74205
77.18730158730159,12.036309523809523,10.23472222222222,0.5416666666666666,82398
60.66538461538461,8.700000000000001,30.480769230769234,0.15384615384615385,74207
25.478571428571428,24.85674603174603,26.15773809523809,23.506944444444446,82400
25.256410256410255,17.653296703296704,45.889010989011,11.20128205128205,115167
17.400000000000002,31.565384615384616,27.407692307692308,23.626923076923074,115169
14.516666666666667,26.060714285714287,27.657653061224494,31.764965986394564,78307
77.9781746031746,11.681150793650795,9.042063492063491,1.2986111111111112,82404
16.474458874458875,28.379437229437233,34.59155844155844,20.554545454545455,109028
78.13055555555555,8.558333333333332,11.627777777777778,1.6833333333333336,82406
11.136363636363637,23.82142857142857,31.42532467532467,33.616883116883116,35303
44.217658730158725,16.825,21.261706349206346,17.69563492063492,109030
17.551465201465202,29.641575091575092,28.19908424908425,24.60787545787546,78313
36.9984126984127,18.925992063492064,23.314285714285713,20.761309523809523,109032
86.36607142857143,3.350595238095238,8.325000000000001,1.9583333333333333,109033
12.298611111111112,24.32777777777778,37.78769841269841,25.5859126984127,125411
17.297619047619047,31.920714285714286,20.727380952380948,30.05428571428572,125413
27.094047619047622,40.43571428571428,14.05119047619048,18.41904761904762,125415
83.53911564625848,2.1632653061224487,11.779761904761903,2.517857142857143,78319
44.86527777777778,15.920833333333334,22.93472222222222,16.27916666666667,109039
19.935064935064933,40.98311688311688,21.12987012987013,17.95194805194805,78321
30.323809523809523,25.78404761904762,19.534285714285712,24.357857142857142,125417
11.414021164021163,49.71772486772487,18.8005291005291,20.067724867724866,125419
11.283333333333333,26.053246753246754,22.296320346320343,40.367099567099565,82420
22.356776556776556,26.05970695970696,30.09981684981685,21.483699633699636,115189
14.809047619047618,39.4797619047619,24.77261904761905,20.93857142857143,125423
18.15,40.1,22.355,19.395,125425
4.020833333333333,38.84444444444445,27.07638888888889,30.058333333333334,109052
11.059523809523808,24.23333333333333,20.56924603174603,44.137896825396815,109056
6.3641025641025655,20.497252747252748,49.104945054945055,24.033699633699637,115201
78.35054945054945,6.53974358974359,14.878937728937728,0.23076923076923078,111109
18.696031746031746,35.71626984126984,19.519444444444446,26.068253968253966,78343
21.84523809523809,37.68690476190476,28.180158730158734,12.287698412698413,115207
15.749999999999998,29.920833333333338,26.994444444444444,27.334722222222226,78345
12.183531746031747,24.642063492063496,26.139880952380953,37.034523809523805,78347
17.643939393939394,20.818181818181817,23.104545454545455,38.43333333333334,109068
21.732142857142858,34.98710317460317,31.311904761904767,11.968849206349203,115213
12.557312925170068,28.120408163265306,24.544727891156466,34.77755102040816,35343
40.31734693877551,23.79387755102041,22.29591836734694,13.592857142857143,35345
10.9,18.525,33.90833333333334,36.66666666666667,74258
33.413605442176866,16.76887755102041,36.97585034013605,12.841666666666669,35347
5.825757575757575,18.28181818181818,39.74675324675325,36.145670995671,109073
11.666666666666666,43.1,32.201388888888886,13.031944444444443,115217
17.103571428571428,13.257142857142858,59.86666666666667,9.772619047619047,115219
8.859126984126984,25.710714285714285,45.361309523809524,20.068849206349206,115223
20.851282051282052,40.616849816849815,26.1452380952381,12.386630036630036,111129
19.66269841269841,31.72420634920635,32.19742063492064,16.415674603174605,115225
19.235714285714284,23.9047619047619,35.96666666666666,20.892857142857142,82461
73.06904761904762,18.03611111111111,8.325396825396826,0.5694444444444445,115229
49.76060606060606,23.317532467532466,21.085930735930734,5.835930735930736,35360
52.741666666666674,19.79107142857143,22.352976190476188,5.114285714285715,82464
23.83948412698413,37.59722222222222,24.162103174603175,14.401190476190479,115233
29.072420634920636,30.336309523809522,24.613095238095237,15.978174603174603,115235
57.90952380952381,9.191666666666666,32.75595238095238,0.14285714285714285,109092
39.54395604395605,21.71868131868132,29.389010989010995,9.348351648351649,115239
11.712454212454212,18.892857142857142,27.53150183150183,41.86318681318681,115241
31.880769230769236,24.211904761904766,24.18095238095238,19.72637362637363,115243
10.211904761904762,39.908928571428575,33.779761904761905,16.09940476190476,111151
8.45,39.06666666666667,39.019999999999996,13.463333333333333,74290
54.492346938775505,15.753401360544217,25.07993197278912,4.674319727891157,109107
20.48180272108843,10.606292517006803,58.37942176870748,10.532482993197279,82484
75.42341269841269,6.506746031746032,16.076785714285716,1.9930555555555554,35384
20.02777777777778,26.976388888888888,30.00416666666666,22.991666666666664,35386
71.20666666666668,6.296428571428573,17.830476190476194,4.666428571428571,74298
11.704365079365083,27.07936507936508,45.9140873015873,15.30218253968254,111165
87.40277777777777,4.913690476190477,7.683531746031746,0.0,70207
61.9530303030303,16.251515151515154,17.592640692640693,4.202813852813853,74304
38.68231292517007,34.150340136054425,16.179761904761907,10.987585034013605,109119
23.33658008658009,25.289393939393946,42.657792207792205,8.716233766233765,111167
70.05218253968253,15.870833333333332,13.46309523809524,0.6138888888888889,72259
35.21168831168831,23.332683982683985,30.561904761904767,10.893722943722944,74308
34.888690476190476,17.837500000000002,38.31369047619048,8.960119047619047,70214
16.205714285714286,24.766666666666666,43.15047619047619,15.877142857142857,74314
87.3248917748918,2.675757575757576,9.817532467532468,0.18181818181818182,74320
35.09102564102564,17.106227106227106,33.16721611721612,14.635531135531135,72274
17.566326530612248,23.770578231292518,31.82108843537415,26.84200680272109,109139
64.25901360544218,14.485884353741495,20.33248299319728,0.9226190476190476,109140
29.197448979591833,43.89251700680272,21.154931972789115,5.755102040816326,70230
71.08353174603174,8.434126984126983,19.949007936507936,0.5333333333333333,109143
31.045454545454547,20.98701298701299,41.85584415584415,6.111688311688312,74328
8.554563492063492,17.289087301587305,46.01646825396826,28.139880952380953,82521
5.840909090909091,35.016883116883115,27.02987012987013,32.11233766233766,74330
22.720695970695974,14.945054945054945,53.043040293040285,9.291208791208792,72283
15.32857142857143,23.86926406926407,38.86666666666667,21.935497835497834,125531
67.22710622710623,11.258608058608058,18.89065934065934,2.623626373626374,72285
61.40416666666667,9.721825396825396,25.097619047619045,3.7763888888888886,82525
11.947186147186146,24.56861471861472,42.06623376623377,21.41796536796537,125533
73.32083333333334,20.29563492063492,5.758531746031746,0.625,82529
32.264880952380956,21.682936507936507,22.549603174603174,23.502579365079367,82533
27.363095238095237,13.220238095238097,49.00892857142858,10.407738095238097,82539
78.33869047619048,7.439285714285714,13.229166666666666,0.9928571428571429,82541
40.359722222222224,14.736111111111112,34.293055555555554,10.61111111111111,82543
37.295670995670996,16.560822510822508,25.264285714285712,20.87922077922078,82547
38.53968253968254,23.862896825396827,25.85138888888889,11.746031746031747,109177
34.48630952380952,22.068650793650793,34.98730158730159,8.457738095238094,82554
18.24090909090909,32.45216450216449,22.652380952380955,26.65454545454546,82558
19.95436507936508,28.527976190476192,39.14702380952381,12.370634920634922,109191
5.812770562770563,28.884848484848487,36.095454545454544,29.20692640692641,70284
38.21805555555556,18.661904761904765,40.428373015873014,2.6916666666666664,111255
31.26527777777778,14.286111111111113,42.5,11.948611111111111,111257
56.752182539682536,30.83948412698413,11.608333333333333,0.7999999999999999,111259
85.08472222222223,3.28968253968254,11.375595238095238,0.25,111261
89.99444444444445,4.55515873015873,5.450396825396826,0.0,111265
63.66964285714286,26.57202380952381,9.332738095238094,0.42559523809523814,111267
21.92006802721088,20.36190476190476,31.98758503401361,25.73044217687075,78502
12.613095238095237,33.059183673469384,28.78996598639456,25.53775510204082,78504
18.196428571428573,22.717176870748297,30.86190476190476,28.22448979591837,78506
47.35289115646258,23.856632653061222,18.86479591836735,9.925680272108844,78508
25.57480158730159,28.95456349206349,27.41071428571429,18.059920634920633,76462
32.263888888888886,21.331944444444442,41.20138888888889,5.202777777777778,76464
42.18877551020408,23.6687074829932,23.03061224489796,11.111904761904762,78512
25.854029304029304,26.894688644688646,34.32692307692308,12.924358974358974,78534
14.93956043956044,45.237912087912086,20.485714285714284,19.33681318681319,72402
27.598351648351645,28.872527472527473,27.149084249084247,16.380036630036628,72404
16.52261904761905,22.552380952380954,46.02619047619047,14.898809523809524,80597
71.50324675324676,11.822077922077922,16.038311688311687,0.6363636363636364,78550
24.42797619047619,29.825198412698413,34.83888888888889,10.907936507936506,72407
16.76839826839827,24.11991341991342,49.32121212121212,9.790476190476191,78552
35.84900793650793,25.21369047619048,31.681349206349207,7.2559523809523805,80599
22.772077922077923,27.235497835497835,30.507359307359305,19.485064935064937,78554
15.525091575091572,31.194688644688647,43.83846153846154,9.441758241758242,72411
57.83333333333333,13.515151515151517,28.37878787878788,0.2727272727272727,78556
34.656959706959704,13.854395604395604,45.401831501831495,6.086813186813187,72413
15.107738095238096,26.63670634920635,38.768452380952375,19.487103174603174,72415
76.5487012987013,6.053030303030304,17.216450216450216,0.18181818181818182,78560
26.22728937728938,30.5492673992674,20.723992673992676,22.49945054945055,72420
81.08831168831169,1.3387445887445888,17.30021645021645,0.2727272727272727,78564
33.884798534798534,21.44377289377289,27.081501831501832,17.58992673992674,72426
23.483503401360544,21.837925170068026,27.15187074829932,27.526700680272107,35565
25.434391534391537,26.73280423280423,37.63439153439154,10.198412698412698,80621
29.931216931216934,26.073280423280423,37.52724867724868,6.4682539682539675,80625
24.839947089947092,12.761640211640211,43.56455026455026,18.833862433862436,80627
80.22896825396826,4.3220238095238095,12.343650793650795,3.1053571428571427,76532
13.046296296296298,32.214814814814815,25.950000000000003,28.788888888888884,80629
87.85567765567765,8.895604395604396,3.2487179487179483,0.0,72446
13.673015873015872,35.913095238095245,35.617261904761904,14.796626984126986,76542
68.74365079365079,18.29702380952381,12.04265873015873,0.9166666666666666,76544
23.756593406593403,25.684615384615384,29.343956043956045,21.214835164835165,72452
26.409126984126985,22.40218253968254,35.64722222222222,15.541468253968254,76548
28.82417582417582,26.653846153846153,28.219780219780223,16.302197802197803,35591
88.91031746031746,6.651190476190476,4.438492063492063,0.0,76558
16.54722222222222,30.959722222222222,39.94444444444444,12.548611111111112,76562
15.945238095238096,40.12519841269841,19.700992063492066,24.228571428571428,76564
71.14157509157509,9.689560439560442,16.307692307692307,2.861172161172161,80660
24.24413919413919,26.569963369963368,31.437728937728934,17.7481684981685,80662
9.190277777777778,17.114682539682537,40.534126984126985,33.160912698412695,76570
66.57261904761906,19.95436507936508,12.70436507936508,0.7686507936507936,76572
23.473809523809525,24.034523809523808,34.418253968253964,18.0734126984127,80668
17.92207792207792,44.37727272727273,29.13961038961039,8.561038961038962,35615
87.9686507936508,7.3934523809523816,4.637896825396825,0.0,70436
70.98174603174603,19.19563492063492,9.211507936507937,0.611111111111111,76580
74.10912698412699,15.199603174603174,9.545436507936508,1.1458333333333333,76582
81.29265873015872,8.072420634920636,9.606150793650794,1.0287698412698412,80676
15.2125,21.15654761904762,37.625,26.00595238095238,74536
22.999007936507937,30.27400793650794,26.189285714285713,20.53769841269841,80678
88.77777777777777,6.798611111111112,4.423611111111112,0.0,76588
43.01721611721611,34.46190476190476,14.51025641025641,8.01062271062271,76590
12.76547619047619,28.047619047619047,23.222817460317458,35.964087301587305,74543
88.80833333333334,3.760515873015874,6.697817460317459,0.7333333333333334,74545
66.56794871794871,13.215018315018314,17.36135531135531,2.8556776556776557,76594
13.902777777777777,30.25297619047619,39.48015873015873,16.3640873015873,70451
67.42344322344323,8.33882783882784,20.5018315018315,3.735897435897436,76596
98.66369047619048,0.5833333333333334,0.7529761904761906,0.0,74551
65.49833333333333,9.469999999999999,19.626666666666665,5.405,80696
24.266666666666666,19.411688311688312,48.17943722943722,8.142207792207794,82745
85.3186507936508,5.502579365079364,8.445436507936508,0.7333333333333334,74553
50.95367965367966,25.872077922077924,16.68766233766234,6.486580086580087,82747
51.77896825396826,12.561904761904762,30.73174603174603,4.927380952380952,76601
18.07014652014652,23.040476190476188,29.94688644688645,28.942490842490848,76603
54.32765567765568,22.00641025641026,18.490109890109892,5.175824175824175,76605
63.20138888888889,15.047222222222224,21.13472222222222,0.6166666666666667,74558
11.970238095238095,34.949603174603176,31.099801587301588,21.98035714285714,74560
44.83030303030303,25.159307359307356,16.077272727272728,13.933116883116885,82753
22.7202380952381,21.424404761904764,39.31428571428572,16.54107142857143,74564
19.144444444444446,31.215476190476192,25.455952380952382,24.18412698412698,82757
3.411688311688312,36.6978354978355,36.46623376623376,23.424242424242426,82759
9.154112554112555,28.35757575757576,48.91060606060605,13.577705627705628,82761
12.228571428571428,36.63246753246753,33.00952380952381,18.129437229437226,82767
13.738827838827838,24.6478021978022,49.42454212454212,12.188827838827839,115535
35.366883116883116,28.44350649350649,30.394372294372296,5.795238095238095,70484
29.394139194139193,25.77875457875458,40.3978021978022,4.4293040293040296,115549
15.319963369963368,16.074358974358976,45.68846153846154,22.917216117216114,115553
84.03373015873015,10.19702380952381,5.769246031746032,0.0,70504
85.17638888888888,8.655357142857143,5.882539682539683,0.28571428571428575,70506
22.585714285714285,23.33738095238095,42.1647619047619,11.912142857142857,115577
22.119230769230764,23.375641025641023,31.834615384615386,22.670512820512823,109435
49.89841269841269,22.23472222222222,23.456547619047615,4.41031746031746,70537
15.428571428571429,17.78003663003663,45.86520146520146,20.926190476190474,109452
14.658333333333333,29.76765873015873,33.500793650793646,22.073214285714286,115597
12.907509157509157,26.8952380952381,31.4532967032967,28.743956043956043,72591
11.80654761904762,43.57301587301587,26.896825396825403,17.72361111111111,115599
30.82179487179487,32.60128205128205,17.08699633699634,19.48992673992674,72593
17.939285714285713,28.00535714285714,27.55595238095238,26.49940476190476,115601
21.349206349206344,34.038690476190474,24.223611111111108,20.388492063492066,72595
26.819230769230767,22.015018315018317,30.263186813186813,20.902564102564103,72597
34.464682539682535,25.248809523809523,28.560515873015873,11.725992063492063,115605
17.923076923076923,23.048717948717947,39.28846153846154,19.73974358974359,72601
11.905357142857143,18.73452380952381,40.19900793650793,29.16111111111111,115609
15.319444444444445,32.39781746031746,30.939484126984123,21.343253968253965,115611
70.78333333333333,10.105,18.031666666666666,1.08,72605
21.32936507936508,26.689087301587296,43.30853174603175,8.673015873015872,115617
12.454761904761904,31.09107142857143,29.829365079365076,26.62480158730158,115621
20.63608058608059,33.821794871794864,39.252747252747255,6.289377289377289,109479
31.127380952380953,32.89261904761905,26.612380952380953,9.367619047619048,72616
13.556944444444442,47.06666666666666,17.749999999999996,21.626388888888886,115625
10.964285714285715,27.35178571428571,33.50992063492064,28.174007936507937,115631
16.08241758241758,15.470512820512822,49.21263736263737,19.234432234432237,72624
7.597222222222221,10.516865079365079,60.62103174603175,21.264880952380953,72626
12.943849206349205,31.074801587301593,26.865674603174607,29.1156746031746,115635
31.068055555555556,23.082936507936505,23.851785714285715,21.997222222222224,72628
38.50860805860806,22.996153846153845,23.46758241758242,15.02765567765568,72630
25.456593406593406,16.65549450549451,52.12252747252747,5.765384615384615,72636
50.62772108843537,11.896938775510204,31.44438775510204,6.030952380952381,76737
30.582900432900434,30.64264069264069,24.57683982683983,14.197619047619048,115655
16.915584415584416,10.428571428571429,59.42316017316018,13.232683982683982,115657
9.26923076923077,36.326739926739926,43.83699633699633,10.567032967032967,80843
3.351298701298701,31.413203463203466,34.99242424242424,30.243073593073586,115661
16.48769841269841,18.49206349206349,46.60753968253968,18.412698412698415,76751
19.002380952380953,37.53630952380953,22.7625,20.698809523809526,76753
68.91948051948053,13.082251082251082,17.134632034632034,0.8636363636363636,115665
